,tourney_name,tourney_date,round,minutes,score,winner_name,loser_name,NBI,comeback_score,avg_set_margin,tiebreaks_count,lead_changes,bp_saved_ratio,bp_total
489,US Open,19910826,SF,129.0,6-3 6-3 6-4,Stefan Edberg,Ivan Lendl,0.24688598138820117,0,2.6666666666666665,0,0,0.5,16.0
490,Australian Open,19700119,F,108.80000000000001,6-4 9-7 6-2,Arthur Ashe,Dick Crealy,0.24508564202168534,0,2.6666666666666665,0,0,0.625,0.0
491,Wimbledon,19760621,F,108.80000000000001,6-4 6-2 9-7,Bjorn Borg,Ilie Nastase,0.24508564202168534,0,2.6666666666666665,0,0,0.625,0.0
492,Roland Garros,20190527,SF,145.0,6-3 6-4 6-2,Rafael Nadal,Roger Federer,0.24476783061555535,0,3.0,0,0,0.6,20.0
493,US Open,20070827,SF,138.0,7-5 6-1 7-5,Roger Federer,Nikolay Davydenko,0.2439675289564302,0,3.0,0,0,0.6410256410256411,39.0
494,Roland Garros,19850527,F,112.0,3-6 6-4 6-2 6-2,Mats Wilander,Ivan Lendl,0.24303962477589003,0,3.25,0,1,0.625,0.0
495,Australian Open,19980119,SF,128.0,6-1 6-4 1-6 6-2,Petr Korda,Karol Kucera,0.24274912490395287,0,4.0,0,2,0.5,22.0
496,Australian Open,20060116,F,166.0,5-7 7-5 6-0 6-2,Roger Federer,Marcos Baghdatis,0.24217092119866818,0,3.5,0,1,0.5,22.0
497,Wimbledon,19800623,SF,102.4,6-2 4-6 6-2 6-0,Bjorn Borg,Brian Gottfried,0.24151439639716554,0,4.0,0,2,0.625,0.0
498,Roland Garros,19680527,F,102.4,6-3 6-1 2-6 6-2,Ken Rosewall,Rod Laver,0.24151439639716554,0,4.0,0,2,0.625,0.0
499,Wimbledon,20020624,SF,139.0,7-5 6-1 7-5,Lleyton Hewitt,Tim Henman,0.24137416545718432,0,3.0,0,0,0.6,20.0
500,US Open,20040830,SF,104.0,6-3 6-4 6-4,Roger Federer,Tim Henman,0.24111363442329034,0,2.3333333333333335,0,0,0.36363636363636365,11.0
501,US Open,20000828,F,98.0,6-4 6-3 6-3,Marat Safin,Pete Sampras,0.23985204473661745,0,2.6666666666666665,0,0,0.6363636363636364,11.0
502,US Open,19930830,F,92.80000000000001,6-4 6-4 6-3,Pete Sampras,Cedric Pioline,0.23977879279433106,0,2.3333333333333335,0,0,0.42857142857142855,14.0
503,Wimbledon,20250630,SF,115.0,6-3 6-3 6-4,Jannik Sinner,Novak Djokovic,0.23896742935200208,0,2.6666666666666665,0,0,0.5,12.0
504,Wimbledon,20060626,SF,147.0,6-1 7-5 6-3,Rafael Nadal,Marcos Baghdatis,0.23858112780671048,0,3.3333333333333335,0,0,0.75,20.0
505,Roland Garros,19710524,SF,96.0,6-4 6-2 7-5,Jan Kodes,Zeljko Franulovic,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
506,Roland Garros,19840528,SF,96.0,6-3 6-3 7-5,Ivan Lendl,Mats Wilander,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
507,US Open,19810901,SF,96.0,6-2 7-5 6-4,Bjorn Borg,Jimmy Connors,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
508,Australian Open,19791224,F,96.0,7-6 6-3 6-2,Guillermo Vilas,John Sadri,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
509,US Open,19790828,F,96.0,7-5 6-3 6-3,John McEnroe,Vitas Gerulaitis,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
510,US Open,19720830,SF,96.0,6-1 6-4 7-6,Arthur Ashe,Cliff Richey,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
511,US Open,19790828,SF,96.0,6-3 6-3 7-5,John McEnroe,Jimmy Connors,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
512,US Open,19860826,SF,96.0,7-6 6-2 6-3,Ivan Lendl,Stefan Edberg,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
513,US Open,19780829,SF,96.0,6-3 6-2 7-6,Bjorn Borg,Vitas Gerulaitis,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
514,Wimbledon,19680624,SF,96.0,7-5 6-2 6-4,Rod Laver,Arthur Ashe,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
515,Roland Garros,19880523,SF,96.0,7-6 6-2 6-3,Henri Leconte,Jonas Svensson,0.23784582301716042,0,2.6666666666666665,0,0,0.625,0.0
516,Roland Garros,19970526,F,110.0,6-3 6-4 6-2,Gustavo Kuerten,Sergi Bruguera,0.23580848756209463,0,3.0,0,0,0.7407407407407407,27.0
517,US Open,20140825,F,114.0,6-3 6-3 6-3,Marin Cilic,Kei Nishikori,0.23493389396397166,0,3.0,0,0,0.7,20.0
518,US Open,19760901,SF,89.60000000000001,6-3 6-3 6-4,Bjorn Borg,Ilie Nastase,0.234225913514898,0,2.6666666666666665,0,0,0.625,0.0
519,US Open,19750827,F,89.60000000000001,6-4 6-3 6-3,Manuel Orantes,Jimmy Connors,0.234225913514898,0,2.6666666666666665,0,0,0.625,0.0
520,Roland Garros,19740603,SF,89.60000000000001,6-2 6-4 6-4,Manuel Orantes,Francois Jauffret,0.234225913514898,0,2.6666666666666665,0,0,0.625,0.0
521,US Open,19880829,SF,89.60000000000001,6-4 6-4 6-2,Mats Wilander,Darren Cahill,0.234225913514898,0,2.6666666666666665,0,0,0.625,0.0
522,Australian Open,19851125,F,89.60000000000001,6-4 6-3 6-3,Stefan Edberg,Mats Wilander,0.234225913514898,0,2.6666666666666665,0,0,0.625,0.0
523,US Open,19700902,SF,89.60000000000001,6-3 6-4 6-3,Ken Rosewall,John Newcombe,0.234225913514898,0,2.6666666666666665,0,0,0.625,0.0
524,Roland Garros,20020527,SF,128.0,6-3 6-2 6-4,Juan Carlos Ferrero,Marat Safin,0.2335313933685918,0,3.0,0,0,0.5789473684210527,19.0
525,Wimbledon,19970623,F,94.0,6-4 6-2 6-4,Pete Sampras,Cedric Pioline,0.2313673790754812,0,2.6666666666666665,0,0,0.5555555555555556,9.0
526,US Open,19770831,F,115.2,2-6 6-3 7-6 6-0,Guillermo Vilas,Jimmy Connors,0.23024614744301206,0,3.5,0,1,0.625,0.0
527,Australian Open,19721226,SF,115.2,2-6 6-3 7-5 6-1,Onny Parun,Karl Meiler,0.23024614744301206,0,3.5,0,1,0.625,0.0
528,Roland Garros,19820524,F,115.2,1-6 7-6 6-0 6-4,Mats Wilander,Guillermo Vilas,0.23024614744301206,0,3.5,0,1,0.625,0.0
529,Wimbledon,19960624,F,94.0,6-3 6-4 6-3,Richard Krajicek,MaliVai Washington,0.23005113975924188,0,2.6666666666666665,0,0,0.5384615384615384,13.0
530,US Open,19990830,SF,131.0,1-6 6-3 6-3 6-3,Andre Agassi,Yevgeny Kafelnikov,0.22958834201314782,0,3.5,0,1,0.5294117647058824,17.0
531,Roland Garros,19950529,F,96.0,7-5 6-2 6-4,Thomas Muster,Michael Chang,0.22822082301716043,0,2.6666666666666665,0,0,0.5,16.0
532,Roland Garros,19690526,SF,108.80000000000001,4-6 6-0 6-2 6-4,Rod Laver,Tom Okker,0.2275312153163152,0,3.5,0,1,0.625,0.0
533,Roland Garros,19960527,SF,107.0,7-6(4) 6-0 6-2,Yevgeny Kafelnikov,Pete Sampras,0.22672338427388372,0,3.6666666666666665,1,0,0.6153846153846154,13.0
534,Roland Garros,19750604,SF,99.2,6-1 6-4 1-6 6-1,Guillermo Vilas,Eddie Dibbs,0.22600598693759072,0,4.25,0,2,0.625,0.0
535,US Open,20210830,SF,124.0,6-4 7-5 6-2,Daniil Medvedev,Felix Auger-Aliassime,0.2248079270895586,0,2.6666666666666665,0,0,0.25,8.0
536,Wimbledon,19730625,F,105.60000000000001,6-1 9-8 6-3,Jan Kodes,Alex Metreveli,0.2244077627422522,0,3.0,0,0,0.625,0.0
537,Wimbledon,19760621,SF,105.60000000000001,6-2 9-7 6-3,Ilie Nastase,Raul Ramirez,0.2244077627422522,0,3.0,0,0,0.625,0.0
538,US Open,20010827,F,114.0,7-6(4) 6-1 6-1,Lleyton Hewitt,Pete Sampras,0.22436471157403456,0,3.6666666666666665,1,0,0.5333333333333333,15.0
539,Wimbledon,20160627,SF,117.0,6-3 6-3 6-3,Andy Murray,Tomas Berdych,0.22419226500469563,0,3.0,0,0,0.5384615384615384,13.0
540,US Open,20170828,SF,150.0,4-6 6-0 6-3 6-2,Rafael Nadal,Juan Martin del Potro,0.22379931415236634,0,3.75,0,1,0.5333333333333333,15.0
541,US Open,20100830,SF,133.0,6-2 6-3 6-4,Rafael Nadal,Mikhail Youzhny,0.2225805002988133,0,3.0,0,0,0.4,10.0
542,Wimbledon,20230703,SF,110.0,6-3 6-3 6-3,Carlos Alcaraz,Daniil Medvedev,0.22154922830283538,0,3.0,0,0,0.5555555555555556,18.0
543,Roland Garros,20130527,F,136.0,6-3 6-2 6-3,Rafael Nadal,David Ferrer,0.22135940834969692,0,3.3333333333333335,0,0,0.6071428571428571,28.0
544,Australian Open,19811224,SF,99.2,6-0 7-6 7-5,Johan Kriek,Mark Edmondson,0.22078785323998976,0,3.0,0,0,0.625,0.0
545,Wimbledon,19710621,SF,99.2,6-3 8-6 6-2,Stan Smith,Tom Gorman,0.22078785323998976,0,3.0,0,0,0.625,0.0
546,Roland Garros,19900528,SF,99.2,7-5 6-1 7-5,Andres Gomez,Thomas Muster,0.22078785323998976,0,3.0,0,0,0.625,0.0
547,Roland Garros,19850527,SF,99.2,6-1 7-5 7-5,Mats Wilander,John McEnroe,0.22078785323998976,0,3.0,0,0,0.625,0.0
548,Roland Garros,20240526,SF,108.80000000000001,2-6 6-2 6-4 6-2,Alexander Zverev,Casper Ruud,0.22047288198298187,0,3.5,0,1,0.5333333333333333,15.0
549,US Open,19690827,F,124.80000000000001,7-9 6-1 6-2 6-2,Rod Laver,Tony Roche,0.22016760223683088,0,3.75,0,1,0.625,0.0
550,Roland Garros,19960527,SF,96.0,6-3 6-4 6-2,Michael Stich,Marc Rosset,0.21985289848885853,0,3.0,0,0,0.6363636363636364,11.0
551,US Open,20120827,SF,152.0,2-6 6-1 6-4 6-2,Novak Djokovic,David Ferrer,0.21726856377529244,0,3.75,0,1,0.4375,16.0
552,Roland Garros,19720522,SF,92.80000000000001,6-3 7-5 6-2,Patrick Proisy,Manuel Orantes,0.2171679437377273,0,3.0,0,0,0.625,0.0
553,Wimbledon,19900625,SF,92.80000000000001,6-1 7-6 6-3,Stefan Edberg,Ivan Lendl,0.2171679437377273,0,3.0,0,0,0.625,0.0
554,Wimbledon,19890626,F,92.80000000000001,6-0 7-6 6-4,Boris Becker,Stefan Edberg,0.2171679437377273,0,3.0,0,0,0.625,0.0
555,US Open,19850827,SF,92.80000000000001,6-2 6-3 7-5,Ivan Lendl,Jimmy Connors,0.2171679437377273,0,3.0,0,0,0.625,0.0
556,US Open,19770831,SF,92.80000000000001,6-2 7-6 6-2,Guillermo Vilas,Harold Solomon,0.2171679437377273,0,3.0,0,0,0.625,0.0
557,Roland Garros,19820524,SF,92.80000000000001,6-1 6-3 7-6,Guillermo Vilas,Jose Higueras,0.2171679437377273,0,3.0,0,0,0.625,0.0
558,Australian Open,19831129,SF,92.80000000000001,6-1 7-6 6-3,Ivan Lendl,Tim Mayotte,0.2171679437377273,0,3.0,0,0,0.625,0.0
559,US Open,19930830,SF,86.4,6-4 6-3 6-2,Pete Sampras,Alexander Volkov,0.21442303423546488,0,3.0,0,0,0.6363636363636364,11.0
560,US Open,19900827,F,86.4,6-4 6-3 6-2,Pete Sampras,Andre Agassi,0.21354803423546487,0,3.0,0,0,0.625,0.0
561,Roland Garros,19730521,SF,86.4,6-4 6-3 6-2,Nikola Pilic,Adriano Panatta,0.21354803423546487,0,3.0,0,0,0.625,0.0
562,Roland Garros,19750604,F,86.4,6-2 6-3 6-4,Bjorn Borg,Guillermo Vilas,0.21354803423546487,0,3.0,0,0,0.625,0.0
563,Roland Garros,19860526,F,86.4,6-3 6-2 6-4,Ivan Lendl,Mikael Pernfors,0.21354803423546487,0,3.0,0,0,0.625,0.0
564,Australian Open-1,19770101,F,86.4,6-3 6-3 6-3,Roscoe Tanner,Guillermo Vilas,0.21354803423546487,0,3.0,0,0,0.625,0.0
565,Wimbledon,19870622,SF,86.4,6-4 6-4 6-1,Pat Cash,Jimmy Connors,0.21354803423546487,0,3.0,0,0,0.625,0.0
566,Roland Garros,19760531,SF,86.4,6-3 6-2 6-4,Adriano Panatta,Eddie Dibbs,0.21354803423546487,0,3.0,0,0,0.625,0.0
567,Australian Open,19831129,F,86.4,6-1 6-4 6-4,Mats Wilander,Ivan Lendl,0.21354803423546487,0,3.0,0,0,0.625,0.0
568,Wimbledon,19680624,F,86.4,6-3 6-4 6-2,Rod Laver,Tony Roche,0.21354803423546487,0,3.0,0,0,0.625,0.0
569,Wimbledon,19750623,SF,86.4,6-4 6-1 6-4,Jimmy Connors,Roscoe Tanner,0.21354803423546487,0,3.0,0,0,0.625,0.0
570,Australian Open,20040119,SF,89.0,6-4 6-1 6-4,Roger Federer,Juan Carlos Ferrero,0.21309362247075897,0,3.0,0,0,0.6,10.0
571,Roland Garros,19720522,F,105.60000000000001,4-6 6-3 6-1 6-1,Andres Gimeno,Patrick Proisy,0.21202280585674038,0,3.75,0,1,0.625,0.0
572,Australian Open,19690120,SF,115.2,6-2 11-9 6-2,Andres Gimeno,Ray Ruffels,0.21096970246734398,0,3.3333333333333335,0,0,0.625,0.0
573,Roland Garros,20000529,SF,117.0,6-1 6-4 6-3,Magnus Norman,Franco Squillari,0.21091835757041086,0,3.3333333333333335,0,0,0.6111111111111112,18.0
574,Roland Garros,20180528,SF,134.0,6-4 6-1 6-2,Rafael Nadal,Juan Martin del Potro,0.20754776210193804,0,3.6666666666666665,0,0,0.6875,16.0
575,US Open,19910826,SF,125.0,6-3 6-3 6-2,Jim Courier,Jimmy Connors,0.20688768889268333,0,3.3333333333333335,0,0,0.5,22.0
576,Wimbledon,19920622,SF,111.0,6-4 6-2 6-3,Andre Agassi,John McEnroe,0.20683706138478614,0,3.0,0,0,0.35714285714285715,14.0
577,Australian Open,19990118,SF,102.0,6-3 7-5 6-1,Thomas Enqvist,Nicolas Lapentti,0.20671197245226103,0,3.3333333333333335,0,0,0.6666666666666666,27.0
578,Australian Open,20210208,SF,113.0,6-3 6-4 6-2,Novak Djokovic,Aslan Karatsev,0.2061349497709098,0,3.0,0,0,0.3333333333333333,12.0
579,Wimbledon,19690623,SF,121.60000000000001,2-6 6-2 9-7 6-0,Rod Laver,Arthur Ashe,0.20465919277725605,0,4.0,0,1,0.625,0.0
580,Australian Open,20190114,F,124.0,6-3 6-2 6-3,Novak Djokovic,Rafael Nadal,0.20204430025517706,0,3.3333333333333335,0,0,0.4444444444444444,9.0
581,Australian Open,20010115,F,106.0,6-4 6-2 6-2,Andre Agassi,Arnaud Clement,0.20164108255784172,0,3.3333333333333335,0,0,0.5714285714285714,21.0
582,Roland Garros,20200928,F,161.0,6-0 6-2 7-5,Rafael Nadal,Novak Djokovic,0.20123122209065367,0,4.0,0,0,0.6521739130434783,23.0
583,US Open,20150831,SF,92.0,6-4 6-3 6-1,Roger Federer,Stan Wawrinka,0.20105586385497595,0,3.3333333333333335,0,0,0.6666666666666666,15.0
584,Roland Garros,20230529,SF,129.0,6-3 6-4 6-0,Casper Ruud,Alexander Zverev,0.20041378675066393,0,3.6666666666666665,0,0,0.631578947368421,19.0
585,Australian Open,20230116,SF,140.0,7-5 6-1 6-2,Novak Djokovic,Tommy Paul,0.2003539272603091,0,3.6666666666666665,0,0,0.55,20.0
586,Roland Garros,20170529,SF,127.0,6-3 6-4 6-0,Rafael Nadal,Dominic Thiem,0.19770654163939405,0,3.6666666666666665,0,0,0.6111111111111112,18.0
587,Wimbledon,20170703,F,101.0,6-3 6-1 6-4,Roger Federer,Marin Cilic,0.1968130282591992,0,3.3333333333333335,0,0,0.5454545454545454,11.0
588,US Open,19700902,SF,89.60000000000001,6-2 7-6 6-1,Tony Roche,Cliff Richey,0.1964900644582942,0,3.3333333333333335,0,0,0.625,0.0
589,Roland Garros,19690526,SF,89.60000000000001,7-5 6-2 6-2,Ken Rosewall,Tony Roche,0.1964900644582942,0,3.3333333333333335,0,0,0.625,0.0
590,Australian Open,19710307,F,89.60000000000001,6-1 7-5 6-3,Ken Rosewall,Arthur Ashe,0.1964900644582942,0,3.3333333333333335,0,0,0.625,0.0
591,US Open,19830830,SF,89.60000000000001,6-2 7-6 6-1,Ivan Lendl,Jimmy Arias,0.1964900644582942,0,3.3333333333333335,0,0,0.625,0.0
592,US Open,19780829,SF,89.60000000000001,6-2 6-2 7-5,Jimmy Connors,John McEnroe,0.1964900644582942,0,3.3333333333333335,0,0,0.625,0.0
593,Australian Open,19890116,SF,89.60000000000001,7-5 6-2 6-2,Miloslav Mecir Sr.,Jan Gunnarsson,0.1964900644582942,0,3.3333333333333335,0,0,0.625,0.0
594,Australian Open,19851125,SF,89.60000000000001,7-5 6-1 6-3,Mats Wilander,Slobodan Zivojinovic,0.1964900644582942,0,3.3333333333333335,0,0,0.625,0.0
595,Roland Garros,19920525,SF,123.0,6-3 6-2 6-2,Jim Courier,Andre Agassi,0.19577315802953985,0,3.6666666666666665,0,0,0.6153846153846154,13.0
596,US Open,20060828,SF,101.0,6-1 7-5 6-4,Roger Federer,Nikolay Davydenko,0.19468095278750105,0,3.0,0,0,0.2727272727272727,11.0
597,US Open,20090831,SF,140.0,6-2 6-2 6-2,Juan Martin del Potro,Rafael Nadal,0.1941360027320072,0,4.0,0,0,0.7142857142857143,21.0
598,US Open,19870901,SF,83.2,6-4 6-2 6-2,Ivan Lendl,Jimmy Connors,0.19287015495603177,0,3.3333333333333335,0,0,0.625,0.0
599,Roland Garros,19730521,SF,83.2,6-3 6-4 6-1,Ilie Nastase,Tom Gorman,0.19287015495603177,0,3.3333333333333335,0,0,0.625,0.0
600,Roland Garros,19780529,SF,83.2,6-3 6-3 6-2,Guillermo Vilas,Dick Stockton,0.19287015495603177,0,3.3333333333333335,0,0,0.625,0.0
601,US Open,19780829,F,83.2,6-4 6-2 6-2,Jimmy Connors,Bjorn Borg,0.19287015495603177,0,3.3333333333333335,0,0,0.625,0.0
602,Wimbledon,19820621,SF,83.2,6-4 6-3 6-1,Jimmy Connors,Mark Edmondson,0.19287015495603177,0,3.3333333333333335,0,0,0.625,0.0
603,Australian Open,19821202,F,83.2,6-3 6-3 6-2,Johan Kriek,Steve Denton,0.19287015495603177,0,3.3333333333333335,0,0,0.625,0.0
604,US Open,19840828,F,83.2,6-3 6-4 6-1,John McEnroe,Ivan Lendl,0.19287015495603177,0,3.3333333333333335,0,0,0.625,0.0
605,Australian Open,20210208,F,113.0,7-5 6-2 6-2,Novak Djokovic,Daniil Medvedev,0.1924003585759413,0,3.3333333333333335,0,0,0.4,15.0
606,US Open,20080825,F,111.0,6-2 7-5 6-2,Roger Federer,Andy Murray,0.19126913685648428,0,3.3333333333333335,0,0,0.4,15.0
607,Roland Garros,19920525,F,119.0,7-5 6-2 6-1,Jim Courier,Petr Korda,0.18847609920601044,0,3.6666666666666665,0,0,0.55,20.0
608,US Open,20040830,F,109.0,6-0 7-6(3) 6-0,Roger Federer,Lleyton Hewitt,0.18731308892054266,0,4.333333333333333,1,0,0.5789473684210527,19.0
609,Roland Garros,20030526,F,129.0,6-1 6-3 6-2,Juan Carlos Ferrero,Martin Verkerk,0.1862219755826859,0,4.0,0,0,0.6923076923076923,26.0
610,Roland Garros,20160523,SF,108.0,6-2 6-1 6-4,Novak Djokovic,Dominic Thiem,0.18519849739605568,0,3.6666666666666665,0,0,0.5882352941176471,17.0
611,Wimbledon,19960624,SF,100.0,7-5 6-2 6-1,Richard Krajicek,Jason Stoltenberg,0.18401107181853724,0,3.6666666666666665,0,0,0.631578947368421,19.0
612,Wimbledon,19780626,SF,99.2,9-7 6-2 6-1,Jimmy Connors,Vitas Gerulaitis,0.183052004183386,0,3.6666666666666665,0,0,0.625,0.0
613,Australian Open,20080114,SF,116.0,6-2 6-3 6-2,Jo-Wilfried Tsonga,Rafael Nadal,0.1829292666268249,0,3.6666666666666665,0,0,0.5,10.0
614,US Open,19910826,F,124.0,6-2 6-4 6-0,Stefan Edberg,Jim Courier,0.1799097583881158,0,4.0,0,0,0.6470588235294118,17.0
615,Wimbledon,19700622,SF,92.80000000000001,6-3 8-6 6-0,John Newcombe,Andres Gimeno,0.17943209468112353,0,3.6666666666666665,0,0,0.625,0.0
616,Roland Garros,19950529,SF,83.2,6-4 6-0 6-4,Thomas Muster,Yevgeny Kafelnikov,0.178967377178254,0,3.3333333333333335,0,0,0.4444444444444444,9.0
617,Roland Garros,19940523,SF,83.2,6-3 6-4 6-1,Alberto Berasategui,Magnus Larsson,0.178967377178254,0,3.3333333333333335,0,0,0.4444444444444444,9.0
618,Wimbledon,20020624,F,116.0,6-1 6-3 6-2,Lleyton Hewitt,David Nalbandian,0.17689467543185636,0,4.0,0,0,0.6666666666666666,30.0
619,Roland Garros,19880523,F,86.4,7-5 6-2 6-1,Mats Wilander,Henri Leconte,0.1758121851788611,0,3.6666666666666665,0,0,0.625,0.0
620,Roland Garros,19840528,SF,86.4,7-5 6-1 6-2,John McEnroe,Jimmy Connors,0.1758121851788611,0,3.6666666666666665,0,0,0.625,0.0
621,US Open,19960826,SF,80.0,6-3 6-2 6-2,Michael Chang,Andre Agassi,0.17540060900993198,0,3.6666666666666665,0,0,0.6666666666666666,15.0
622,Roland Garros,20170529,F,125.0,6-2 6-3 6-1,Rafael Nadal,Stan Wawrinka,0.17465183983607957,0,4.0,0,0,0.5714285714285714,14.0
623,Roland Garros,20220523,F,138.0,6-3 6-3 6-0,Rafael Nadal,Casper Ruud,0.17447846522307647,0,4.0,0,0,0.47368421052631576,19.0
624,US Open,19990830,SF,95.0,6-4 6-1 6-2,Todd Martin,Cedric Pioline,0.1736181052391929,0,3.6666666666666665,0,0,0.5333333333333333,15.0
625,Australian Open,20030113,SF,88.0,6-2 6-2 6-3,Andre Agassi,Wayne Ferreira,0.17259216255442672,0,3.6666666666666665,0,0,0.5714285714285714,14.0
626,Roland Garros,19680527,SF,80.0,6-3 6-3 6-1,Rod Laver,Richard Pancho Gonzales,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
627,Roland Garros,19800526,F,80.0,6-4 6-1 6-2,Bjorn Borg,Vitas Gerulaitis,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
628,Roland Garros,19870525,SF,80.0,6-4 6-1 6-2,Mats Wilander,Boris Becker,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
629,Australian Open,19900115,SF,80.0,6-4 6-1 6-2,Ivan Lendl,Yannick Noah,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
630,US Open,19830830,SF,80.0,6-2 6-3 6-2,Jimmy Connors,Bill Scanlon,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
631,US Open,19760901,SF,80.0,6-4 6-2 6-1,Jimmy Connors,Guillermo Vilas,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
632,Wimbledon,19790625,SF,80.0,6-2 6-3 6-2,Bjorn Borg,Jimmy Connors,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
633,Wimbledon,19780626,F,80.0,6-2 6-2 6-3,Bjorn Borg,Jimmy Connors,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
634,Australian Open-2,19771219,SF,80.0,6-1 6-2 6-4,Vitas Gerulaitis,John Alexander,0.17219227567659864,0,3.6666666666666665,0,0,0.625,0.0
635,Australian Open,20100118,SF,88.0,6-2 6-3 6-2,Roger Federer,Jo-Wilfried Tsonga,0.16709216255442672,0,3.6666666666666665,0,0,0.5,10.0
636,Australian Open,20000117,SF,90.0,6-1 6-2 6-4,Yevgeny Kafelnikov,Magnus Norman,0.16526184581234526,0,3.6666666666666665,0,0,0.46153846153846156,13.0
637,Australian Open,20190114,SF,106.0,6-2 6-4 6-0,Rafael Nadal,Stefanos Tsitsipas,0.15840523350123795,0,4.0,0,0,0.5,12.0
638,Australian Open,19970113,F,86.0,6-2 6-3 6-3,Pete Sampras,Carlos Moya,0.15595386536327158,0,3.3333333333333335,0,0,0.125,8.0
639,Roland Garros,19850527,SF,76.80000000000001,6-2 6-3 6-1,Ivan Lendl,Jimmy Connors,0.15151439639716555,0,4.0,0,0,0.625,0.0
640,Roland Garros,19730521,F,76.80000000000001,6-3 6-3 6-0,Ilie Nastase,Nikola Pilic,0.15151439639716555,0,4.0,0,0,0.625,0.0
641,Australian Open-2,19771219,SF,76.80000000000001,6-4 6-2 6-0,John Lloyd,Bob Giltinan,0.15151439639716555,0,4.0,0,0,0.625,0.0
642,Australian Open,19781225,SF,76.80000000000001,6-2 6-0 6-4,Guillermo Vilas,Henry Pfister,0.15151439639716555,0,4.0,0,0,0.625,0.0
643,Wimbledon,19740624,F,76.80000000000001,6-1 6-1 6-4,Jimmy Connors,Ken Rosewall,0.15151439639716555,0,4.0,0,0,0.625,0.0
644,Australian Open,19890116,F,76.80000000000001,6-2 6-2 6-2,Ivan Lendl,Miloslav Mecir Sr.,0.15151439639716555,0,4.0,0,0,0.625,0.0
645,Roland Garros,19700525,F,76.80000000000001,6-2 6-4 6-0,Jan Kodes,Zeljko Franulovic,0.15151439639716555,0,4.0,0,0,0.625,0.0
646,US Open,19860826,F,76.80000000000001,6-4 6-2 6-0,Ivan Lendl,Miloslav Mecir Sr.,0.15151439639716555,0,4.0,0,0,0.625,0.0
647,Wimbledon,19830620,F,76.80000000000001,6-2 6-2 6-2,John McEnroe,Chris Lewis,0.15151439639716555,0,4.0,0,0,0.625,0.0
648,Wimbledon,19820621,SF,76.80000000000001,6-3 6-1 6-2,John McEnroe,Tim Mayotte,0.15151439639716555,0,4.0,0,0,0.625,0.0
649,Australian Open,19960115,SF,76.80000000000001,6-4 6-2 6-0,Boris Becker,Mark Woodforde,0.1510560630638322,0,4.0,0,0,0.6190476190476191,21.0
650,Australian Open,19980119,F,85.0,6-2 6-2 6-2,Petr Korda,Marcelo Rios,0.1508051832247171,0,4.0,0,0,0.5555555555555556,18.0
651,Australian Open,19980119,SF,84.0,6-1 6-3 6-2,Marcelo Rios,Nicolas Escude,0.14946179458721082,0,4.0,0,0,0.5454545454545454,22.0
652,Roland Garros,19930524,SF,90.0,6-0 6-4 6-2,Sergi Bruguera,Andrei Medvedev,0.14935545974558184,0,4.0,0,0,0.5,12.0
653,Roland Garros,20120527,SF,106.0,6-2 6-2 6-1,Rafael Nadal,David Ferrer,0.1331206423062694,0,4.333333333333333,0,0,0.4166666666666667,12.0
654,Wimbledon,19850624,SF,73.60000000000001,6-2 6-2 6-1,Kevin Curren,Jimmy Connors,0.13083651711773245,0,4.333333333333333,0,0,0.625,0.0
655,Roland Garros,19770523,SF,73.60000000000001,6-2 6-0 6-3,Guillermo Vilas,Raul Ramirez,0.13083651711773245,0,4.333333333333333,0,0,0.625,0.0
656,Wimbledon,19710621,SF,73.60000000000001,6-1 6-1 6-3,John Newcombe,Ken Rosewall,0.13083651711773245,0,4.333333333333333,0,0,0.625,0.0
657,Roland Garros,19780529,F,73.60000000000001,6-1 6-1 6-3,Bjorn Borg,Guillermo Vilas,0.13083651711773245,0,4.333333333333333,0,0,0.625,0.0
658,Roland Garros,20080525,F,108.0,6-1 6-3 6-0,Rafael Nadal,Roger Federer,0.12730060616409117,0,4.666666666666667,0,0,0.5714285714285714,21.0
659,Australian Open,20070115,SF,91.0,6-1 6-3 6-1,Fernando Gonzalez,Tommy Haas,0.12463647941034181,0,4.333333333333333,0,0,0.4166666666666667,12.0
